invoice_id,invoice_record_index,decision,known_violation,reasons,hospital_id
INV-H2-000137,137,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000138,138,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000141,141,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000142,142,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000143,143,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000144,144,erroneous,True,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000146,146,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000147,147,erroneous,True,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000147,612,erroneous,True,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000148,148,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000149,149,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000150,150,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review,H2
INV-H2-000151,151,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000152,152,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000153,153,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000154,154,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000155,155,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000156,156,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000157,157,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000159,159,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000160,160,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000161,161,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000163,163,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000164,164,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000165,165,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000166,166,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000167,167,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000168,168,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000169,169,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000170,170,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000171,171,erroneous,True,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000172,172,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000173,173,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000175,175,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000176,176,erroneous,True,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-000177,177,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000179,179,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000180,180,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000181,181,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000183,183,erroneous,True,cap_actual_quantity_unknown|expected_total_unknown,H2
INV-H2-000184,184,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000185,185,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000186,186,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000187,187,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000188,188,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000189,189,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000190,190,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000191,191,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000192,192,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000193,193,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000194,194,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000195,195,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review,H2
INV-H2-000196,196,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000197,197,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000197,1035,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000198,198,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-000199,199,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000200,200,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000201,201,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000202,202,review,False,delivered_quantity_or_duplicate_identity_uncertain|duplicate_correction_not_approved_for_hospital|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-000203,203,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000204,204,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000205,205,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000206,206,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000207,207,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000208,208,review,False,bundle_eligibility_uncertain|contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000209,209,erroneous,True,expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000210,210,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-000211,211,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000212,212,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000213,213,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000215,215,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000216,216,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000217,217,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000218,218,review,False,bundle_eligibility_uncertain|contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000219,219,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000221,221,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000223,223,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000225,225,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000226,226,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000227,227,erroneous,True,bundle_eligibility_uncertain|cap_actual_quantity_unknown|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000228,228,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-000229,229,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000230,230,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000231,231,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000234,234,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000237,237,review,False,duplicate_correction_not_approved_for_hospital|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000238,238,erroneous,True,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000240,240,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000244,244,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000245,245,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000246,246,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000247,247,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000248,248,erroneous,True,expected_total_unknown|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review,H2
INV-H2-000249,249,erroneous,True,delivered_quantity_or_duplicate_identity_uncertain|duplicate_correction_not_approved_for_hospital|exclusion_presence_uncertain|expected_total_unknown|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000250,250,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000252,252,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000253,253,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000254,254,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000255,255,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000256,256,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000257,257,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-000259,259,review,False,bundle_eligibility_uncertain|expected_total_unknown|service_match_unresolved,H2
INV-H2-000260,260,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000261,261,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000262,262,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000263,263,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000265,265,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000266,266,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000267,267,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000269,269,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000270,270,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000271,271,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000272,272,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000273,273,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000275,275,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000277,277,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000278,278,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000279,279,review,False,exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-000280,280,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000283,283,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000284,284,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000285,285,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000287,287,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-000288,288,review,False,duplicate_correction_not_approved_for_hospital|expected_total_unknown,H2
INV-H2-000289,289,review,False,contractual_dual_unit_unresolved|exclusion_presence_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
INV-H2-000290,290,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review,H2
INV-H2-000290,636,erroneous,True,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|expected_total_unknown|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|nonunique_invoice_id|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review,H2
INV-H2-000291,291,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review,H2
INV-H2-000292,292,review,False,delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|volume_discount_uncertain,H2
INV-H2-000295,295,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000296,296,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000297,297,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000298,298,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000299,299,erroneous,True,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000300,300,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000301,301,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000303,303,review,False,contractual_dual_unit_unresolved|expected_total_unknown|service_match_unresolved,H2
INV-H2-000306,306,erroneous,True,duplicate_correction_not_approved_for_hospital|expected_total_unknown,H2
INV-H2-000308,308,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000309,309,review,False,expected_total_unknown|volume_discount_uncertain,H2
INV-H2-000312,312,review,False,expected_total_unknown|service_match_unresolved,H2
INV-H2-000313,313,review,False,expected_total_unknown|service_match_unresolved|volume_discount_uncertain,H2
INV-H2-000314,314,review,False,contractual_dual_unit_unresolved|delivered_quantity_or_duplicate_identity_uncertain|expected_total_unknown|retention_or_payable_quantity_requires_review|service_match_unresolved,H2
